"folioEntrada","cliente","vendedor","fecha","moneda","cantidadTotal","promedioDescuento","totalImporte","totalDescuento","totalImpuesto","total","pctDescuentoGlobal","numArticulos","numPartidas"
"A007220","0105","3","20190527","P",1,0,300,135,24.75,189.75,45,1,1
"A007222","5815","4","20180119","P",1,0,550,302.5,37.13,284.63,55,1,1
"A007226","5869","9","20170704","P",21,0,23100,10395,1905.76,14610.76,45,21,21
"A007227","5869","9","20150818","P",18,0,19400,8730,1600.5,12270.5,45,18,18
"A007228","5962","8","20150527","P",2,0,430,215,32.25,247.25,50,2,2
"A007229","5641","1","20210505","P",2,0,420,231,28.35,217.35,55,2,2
"A007230","5113","8","20200621","P",1,0,600,342,38.7,296.7,57,1,1
"A007231","5869","9","20160409","P",15,0,10000,4500,825.04,6325.04,45,15,15
"A007232","5112","1","20170115","P",7,0,2200,1254,141.9,1087.9,57,3,3
"A007233","5605","8","20180429","P",4,0,2000,1100,135,1035,55,2,2
"A007234","5343","8","20180514","P",10,0,1800,936,129.6,993.6,52,2,2
"A007235","0034","3","20150209","P",2,0,1245,560.25,102.71,787.46,45,2,2
"A007236","0018","3","20151215","P",4,0,2600,1430,175.51,1345.51,55,4,4
"A007237","5869","9","20200819","P",13,0,9680,4356,798.63,6122.63,45,13,13
"A007238","5869","9","20211203","P",67,0,18100,10860,1086,8326,60,20,20
"A007239","5103","8","20150521","P",2,0,5100,2805,344.25,2639.25,55,2,2
"A007240","5869","9","20181101","P",73,0,17940,10764,1076.4,8252.4,60,19,19
"A007244","5226","7","20221113","P",6,0,3190,1467.4,0,1722.6,46,5,5
"A007245","5392","2","20210430","P",22,0,5060,2631.2,0,2428.8,52,5,5
"A007247","5735","7","20221012","P",1,0,900,468,64.8,496.8,52,1,1
"A007248","5423","7","20180109","P",1,0,410,213.2,29.52,226.32,52,1,1
"A007250","5159","7","20210806","P",21,0,4120,2348.4,265.75,2037.35,57,6,6
"A007251","5099","7","20170926","P",3,0,2800,1456,201.6,1545.6,52,2,2
"A007253","0053","0","20140127","P",5,0,4000,2320,252,1932,58,1,1
"A007256","0121","3","20211129","P",2,0,850,467.5,57.38,439.88,55,2,2
"A007257","5053","2","20160710","P",1,0,2500,1450,157.5,1207.5,58,1,1
"A007258","5065","8","20210721","P",5,0,2000,1100,135,1035,55,1,1
"A007259","5044","2","20140305","P",3,0,1350,742.5,91.13,698.63,55,1,1
"A007260","5057","2","20141116","P",7,0,5500,3190,346.5,2656.5,58,2,2
"A007261","5669","9","20170130","P",4,0,320,160,24,184,50,2,2
"A007262","5957","9","20210323","P",1,0,300,150,22.5,172.5,50,1,1
"A007263","5955","5","20191207","P",1,0,550,286,39.6,303.6,52,1,1
"A007264","5187","7","20180511","P",31,0,3420,1881,230.85,1769.85,55,7,7
"A007265","5827","2","20160609","P",2,0,660,363,44.55,341.55,55,2,2
"A007266","5079","1","20220411","P",2,0,440,242,29.7,227.7,55,2,2
"A007267","5036","2","20170201","P",5,0,1200,660,81,621,55,1,1
"A007268","5509","1","20170815","P",1,0,280,162.4,17.64,135.24,58,1,1
"A007270","5509","1","20161025","P",1,0,1400,812,88.2,676.2,58,1,1
"A007271","5509","1","20210804","P",2,0,1100,638,69.3,531.3,58,2,2
"A007272","5509","1","20210829","P",2,0,2100,1218,132.3,1014.3,58,2,2
"A007273","5509","1","20211125","P",2,0,2800,1624,176.4,1352.4,58,2,2
"A007274","5509","1","20140606","P",2,0,1400,812,88.2,676.2,58,1,1
"A007275","5733","2","20210210","P",18,0,24100,13255,1626.75,12471.75,55,16,16
"A007276","5509","1","20140117","P",4,0,1800,1044,113.4,869.4,58,2,2
"A007277","5733","2","20140221","P",29,0,26200,14410,1768.51,13558.51,55,17,17
"A007278","0155","10","20150202","P",1,0,1200,600,90,690,50,1,1
"A007279","5995","9","20180620","P",1,0,1600,880,108,828,55,1,1
"A007280","5733","2","20140427","P",43,0,28960,15928,1954.8,14986.8,55,20,20
"A007281","5733","2","20171006","P",40,0,23900,13145,1613.26,12368.26,55,14,14
"A007282","5733","2","20220819","P",33,0,13950,7672.5,941.63,7219.13,55,13,13
"A007283","5733","2","20190821","P",11,0,11600,6380,783,6003,55,10,10
"A007284","5733","2","20141008","P",61,0,25240,13882,1703.71,13061.71,55,24,24
"A007285","5733","2","20190928","P",30,0,18100,9955,1221.76,9366.76,55,22,22
"A007286","5733","2","20190722","P",31,0,13070,7188.5,882.26,6763.76,55,22,22
"A007287","5733","2","20200923","P",10,0,11450,6297.5,772.88,5925.38,55,10,10
"A007288","5733","2","20200413","P",28,0,24370,13403.5,1644.98,12611.48,55,23,23
"A007289","5733","2","20200412","P",14,0,11520,6336,777.6,5961.6,55,9,9
"A007290","5733","2","20160824","P",53,0,34040,18722,2297.7,17615.7,55,26,26
"A007291","5733","2","20160813","P",64,0,11855,6520.25,800.22,6134.97,55,24,24
"A007292","5733","2","20150128","P",37,0,6700,3685,452.27,3467.27,55,15,15
"A007293","5733","2","20180616","P",29,0,9950,5472.5,671.64,5149.14,55,18,18
"A007294","5733","2","20150602","P",29,0,19610,10785.5,1323.69,10148.19,55,20,20
"A007295","5733","2","20210706","P",30,0,6780,3729,457.66,3508.66,55,18,18
"A007296","5733","2","20210201","P",32,0,7530,4141.5,508.29,3896.79,55,14,14
"A007297","5130","1","20220501","P",1,0,1000,550,67.5,517.5,55,1,1
"A007298","5020","8","20140902","P",1,0,600,342,38.7,296.7,57,1,1
"A007299","5020","8","20220725","P",2,0,1250,712.5,80.63,618.13,57,2,2
"A007300","5993","8","20190129","P",5,0,2390,1362.3,154.16,1181.86,57,5,5
"A007301","5063","8","20181222","P",2,0,1350,742.5,91.13,698.63,55,2,2
"A007303","5733","2","20140710","P",1,0,700,385,47.25,362.25,55,1,1
"A007304","0124","10","20210529","P",2,0,800,440,54,414,55,2,2
"A007305","5046","7","20151010","P",1,0,2200,1210,148.5,1138.5,55,1,1
"A007306","5046","7","20160209","P",1,0,1800,990,121.5,931.5,55,1,1
"A007307","5039","7","20140818","P",1,0,260,130,19.5,149.5,50,1,1
"A007308","5038","2","20180626","P",1,0,800,440,54,414,55,1,1
"A007309","5887","7","20160920","P",3,0,330,158.4,25.74,197.34,48,3,3
"A007310","5128","2","20160501","P",2,0,1500,870,94.5,724.5,58,2,2
"A007311","5762","5","20170911","P",1,0,2300,1150,172.5,1322.5,50,1,1
"A007312","5180","8","20150423","P",2,0,1350,742.5,91.13,698.63,55,2,2
"A007313","5075","8","20140615","P",3,0,2600,1430,175.5,1345.5,55,3,3
"A007314","0024","3","20150925","P",2,0,240,127.2,16.92,129.72,53,2,2
"A007317","5218","1","20210901","P",1,0,100,58,6.3,48.3,58,1,1
"A007318","5219","1","20190523","P",4,0,1500,750,112.5,862.5,50,2,2
"A007319","5999","9","20180501","P",1,0,130,62.4,10.14,77.74,48,1,1
"A007320","5219","1","20220408","P",3,0,5800,2900,435,3335,50,3,3
"A007322","0155","10","20170106","P",4,0,160,80,12,92,50,2,2
"A007323","5223","1","20210717","P",7,0,11550,6699,727.65,5578.65,58,7,7
"A007324","5223","1","20190709","P",1,0,500,290,31.5,241.5,58,1,1
"A007325","5150","1","20170625","P",19,0,13700,7535,924.76,7089.76,55,12,12
"A007326","5453","1","20200820","P",10,0,900,495,60.76,465.76,55,2,2
"A007327","5134","1","20171015","P",2,0,1900,988,136.8,1048.8,52,2,2
"A007328","5135","1","20210830","P",1,0,1200,660,81,621,55,1,1
"A007329","5132","1","20210204","P",2,0,2500,1450,157.5,1207.5,58,2,2
"A007330","0024","3","20180419","P",3,0,1960,1038.8,138.18,1059.38,53,3,3
"A007332","0024","3","20200822","P",1,0,1600,848,112.8,864.8,53,1,1
"A007333","0132","10","20220319","P",1,0,700,336,54.6,418.6,48,1,1
"A007335","5214","4","20190622","P",1,0,2600,1430,175.5,1345.5,55,1,1
"A007336","5995","9","20190419","P",2,0,1700,935,114.75,879.75,55,2,2
"A007337","5995","9","20190419","P",1,0,3000,1650,202.5,1552.5,55,1,1
"A007338","5028","4","20190207","P",2,0,800,456,51.6,395.6,57,2,2
"A007339","5028","4","20190514","P",1,0,500,275,33.75,258.75,55,1,1
"A007341","0024","3","20150312","P",2,0,860,455.8,60.63,464.83,53,2,2
"A007342","5409","8","20180617","P",1,0,1500,855,96.75,741.75,57,1,1
"A007344","5050","7","20220829","P",5,0,3500,1820,252,1932,52,4,4
"A007345","5173","8","20161228","P",5,0,690,379.5,46.58,357.08,55,3,3
"A007346","5410","9","20221202","P",1,0,450,225,33.75,258.75,50,1,1
"A007347","5075","8","20190613","P",3,0,1800,990,121.5,931.5,55,3,3
"A007348","5050","7","20191207","P",4,0,1660,863.2,119.52,916.32,52,3,3
"A007349","0018","3","20220219","P",4,0,1730,951.5,116.78,895.28,55,4,4
"A007356","5079","1","20160321","P",3,0,900,495,60.75,465.75,55,2,2
"A007357","5064","8","20200127","P",1,0,1200,588,0,612,49,1,1
"A007358","5064","8","20180617","P",1,0,2500,1225,0,1275,49,1,1
"A007359","5096","7","20150415","P",1,0,1200,660,81,621,55,1,1
"A007360","5195","7","20211213","P",2,0,1600,784,0,816,49,2,2
"A007361","5246","7","20140128","P",2,0,1320,765.6,83.16,637.56,58,2,2
"A007362","5034","8","20141023","P",1,0,500,290,31.5,241.5,58,1,1
"A007363","5080","2","20170614","P",1,0,250,122.5,0,127.5,49,1,1
"A007364","5603","4","20140123","P",7,0,6000,3480,378,2898,58,3,3
"A007365","5013","7","20200313","P",6,0,4500,2475,303.76,2328.76,55,2,2
"A007366","5147","7","20190809","P",1,0,300,165,20.25,155.25,55,1,1
"A007367","5245","7","20170525","P",2,0,2550,1479,160.65,1231.65,58,2,2
"A007368","5082","2","20150930","P",5,0,5600,2744,0,2856,49,4,4
"A007369","5124","1","20170807","P",7,0,7000,3640,0,3360,52,2,2
"A007370","5208","2","20220207","P",9,0,7000,3640,0,3360,52,5,5
"A007371","0093","3","20171221","P",1,0,1300,637,0,663,49,1,1
"A007372","5001","7","20220623","P",2,0,3600,1872,0,1728,52,1,1
"A007373","5124","1","20180216","P",9,0,3800,1976,0,1824,52,3,3
"A007374","0093","3","20140914","P",6,0,5450,2670.5,0,2779.5,49,3,3
"A007375","5950","8","20200424","P",3,0,1700,884,0,816,52,3,3
"A007376","5080","2","20160114","P",2,0,1000,490,0,510,49,1,1
"A007377","5661","1","20171016","P",3,0,390,198.9,0,191.1,51,1,1
"A007378","5074","8","20211212","P",1,0,320,156.8,0,163.2,49,1,1
"A007379","5064","8","20160718","P",1,0,600,294,0,306,49,1,1
"A007380","5686","5","20150826","P",1,0,1000,500,75,575,50,1,1
"A007381","5733","2","20150430","P",21,0,13510,7430.5,911.94,6991.44,55,16,16
"A007382","5733","2","20200610","P",19,0,13240,7282,893.71,6851.71,55,15,15
"A007383","5046","7","20170614","P",1,0,850,467.5,57.38,439.88,55,1,1
"A007384","5119","7","20180306","P",2,0,2500,1375,168.75,1293.75,55,2,2
"A007385","5682","4","20220213","P",4,0,720,396,48.6,372.6,55,1,1
"A007386","5038","2","20160225","P",1,0,900,495,60.75,465.75,55,1,1
"A007389","0024","3","20220901","P",4,0,2300,1219,162.16,1243.16,53,4,4
"A007390","0034","3","20181203","P",14,0,10330,4648.5,852.23,6533.73,45,14,14
"A007391","0089","3","20220306","P",5,0,3090,1390.5,254.93,1954.43,45,5,5
"A007392","0095","3","20170911","P",1,0,120,54,9.9,75.9,45,1,1
"A007393","5199","9","20171019","P",2,0,2600,1300,195,1495,50,2,2
"A007394","5199","9","20140708","P",1,0,1500,750,112.5,862.5,50,1,1
"A007396","5031","8","20211216","P",11,0,12770,7406.6,804.51,6167.91,58,10,10
"A007397","5992","5","20181018","P",3,0,900,495,60.75,465.75,55,3,3
"A007398","6004","5","20150117","P",4,0,320,176,21.6,165.6,55,2,2
"A007399","5054","2","20200318","P",1,0,1200,696,75.6,579.6,58,1,1
"A007400","5169","1","20151123","P",4,0,890,489.5,60.08,460.58,55,3,3
"A007401","5325","1","20160509","P",3,0,1000,550,67.5,517.5,55,3,3
"A007402","5237","1","20140629","P",6,0,1120,616,75.62,579.62,55,5,5
"A007403","0121","3","20160708","P",55,0,7050,3877.5,475.88,3648.38,55,6,6
"A007404","0024","3","20171022","P",1,0,800,424,56.4,432.4,53,1,1
"A007405","0089","3","20140512","P",2,0,720,324,59.4,455.4,45,2,2
"A007408","0026","3","20210226","P",4,0,1640,574,159.9,1225.9,35,4,4
"A007409","5099","7","20180428","P",1,0,700,385,47.25,362.25,55,1,1
"A007410","5093","7","20220319","P",4,0,2800,1624,176.4,1352.4,58,2,2
"A007411","5056","8","20210204","P",7,0,5150,2987,324.45,2487.45,58,7,7
"A007413","0024","3","20150217","P",2,0,950,503.5,66.98,513.48,53,2,2
"A007414","0089","3","20170226","P",1,0,450,202.5,37.13,284.63,45,1,1
"A007416","0093","3","20220528","P",2,0,1750,857.5,0,892.5,49,2,2
"A007417","5214","4","20160411","P",1,0,600,294,0,306,49,1,1
"A007419","0105","3","20181214","P",1,0,220,99,18.15,139.15,45,1,1
"A007420","0018","3","20160416","P",1,0,1200,660,81,621,55,1,1
"A007421","5223","1","20161111","P",3,0,5200,3016,327.6,2511.6,58,2,3
"A007422","5132","1","20170902","P",5,0,10400,6032,655.2,5023.2,58,2,2
"A007423","5015","1","20180430","P",1,0,2500,1375,168.75,1293.75,55,1,1
"A007424","5134","1","20210610","P",2,0,1600,880,108,828,55,2,2
"A007425","5509","1","20170316","P",1,0,150,87,9.45,72.45,58,1,1
"A007426","5509","1","20190522","P",3,0,2200,1276,138.6,1062.6,58,2,2
"A007427","5509","1","20201009","P",1,0,410,237.8,25.83,198.03,58,1,1
"A007428","5130","1","20180409","P",11,0,13900,7645,938.26,7193.26,55,10,10
"A007429","0007","3","20170601","P",1,0,500,275,33.75,258.75,55,1,1
"A007430","0024","3","20140504","P",1,0,3000,1590,211.5,1621.5,53,1,1
"A007432","5065","8","20211029","P",16,0,4330,2381.5,292.3,2240.8,55,13,13
"A007433","5098","1","20160608","P",28,0,15865,9201.7,999.5,7662.8,58,14,14
"A007434","6011","8","20210115","P",5,0,1880,921.2,0,958.8,49,4,4
"A007435","0034","3","20170826","P",1,0,250,112.5,20.63,158.13,45,1,1
"A007436","5916","10","20141022","P",2,0,5000,2250,412.5,3162.5,45,1,1
"A007437","5291","4","20150325","P",1,0,2000,1160,126,966,58,1,1
"A007438","5124","1","20141026","P",14,0,6900,3588,0,3312,52,3,3
"A007439","5934","2","20190729","P",6,0,1800,1044,113.4,869.4,58,2,2
"A007440","5409","8","20170308","P",1,0,1300,741,83.85,642.85,57,1,1
"A007441","5452","4","20201008","P",1,0,2800,1400,210,1610,50,1,1
"A007442","5452","4","20210911","P",2,0,1450,754,104.4,800.4,52,2,2
"A007443","6006","9","20181110","P",2,0,2250,1125,168.75,1293.75,50,2,2
"A007444","5669","9","20220502","P",4,0,2440,1268.8,175.68,1346.88,52,3,3
"A007445","5851","5","20140304","P",1,0,800,400,60,460,50,1,1
"A007446","5440","9","20210929","P",1,0,250,125,18.75,143.75,50,1,1
"A007447","5603","4","20200911","P",5,0,4000,2320,252,1932,58,1,1
"A007448","5053","2","20170122","P",1,0,600,348,37.8,289.8,58,1,1
"A007449","5621","1","20210204","P",50,0,37500,21750,2362.5,18112.5,58,2,2
"A007450","5621","1","20161219","P",100,0,13000,7540,819,6279,58,2,2
"A007451","5621","1","20221115","P",42,0,8400,4872,529.2,4057.2,58,4,4
"A007452","5841","7","20210903","P",14,0,10850,6184.5,699.84,5365.34,57,7,7
"A007453","5421","4","20191011","P",9,0,2750,1375,206.25,1581.25,50,6,6
"A007454","5092","7","20160517","P",10,0,2600,1482,167.7,1285.7,57,1,1
"A007455","5177","7","20160718","P",2,0,2400,1248,172.8,1324.8,52,1,1
"A007456","5143","1","20140429","P",2,0,560,291.2,40.32,309.12,52,2,2
"A007457","5396","4","20150919","P",1,0,600,312,43.2,331.2,52,1,1
"A007458","5206","7","20140910","P",2,0,1650,858,118.8,910.8,52,2,2
"A007459","5062","7","20221031","P",1,0,3000,1710,193.5,1483.5,57,1,1
"A007460","5333","4","20150116","P",1,0,1200,660,81,621,55,1,1
"A007461","5351","8","20140105","P",1,0,2500,1375,168.75,1293.75,55,1,1
"A007462","5013","7","20160612","P",1,0,1600,880,108,828,55,1,1
"A007463","5218","8","20170202","P",3,0,6650,3857,418.95,3211.95,58,3,3
"A007464","5159","7","20141005","P",2,0,2600,1482,167.7,1285.7,57,1,1
"A007465","5070","1","20161211","P",4,0,2200,1210,148.5,1138.5,55,2,2
"A007466","5159","7","20190619","P",8,0,7790,4440.3,502.46,3852.16,57,6,6
"A007467","0018","3","20150107","P",2,0,1800,990,121.5,931.5,55,2,2
"A007468","0024","3","20170110","P",1,0,200,106,14.1,108.1,53,1,1
"A007469","5112","1","20150325","P",2,0,100,57,6.45,49.45,57,1,1
"A007470","5113","8","20191227","P",2,0,2400,1392,151.2,1159.2,58,1,1
"A007471","5891","8","20210927","P",1,0,280,154,18.9,144.9,55,1,1
"A007472","5385","9","20200131","P",2,0,700,385,47.25,362.25,55,1,1
"A007473","5709","7","20140331","P",1,0,1200,684,77.4,593.4,57,1,1
"A007474","5392","2","20210930","P",4,0,560,324.8,35.28,270.48,58,1,1
"A007475","5103","8","20211030","P",3,0,1450,797.5,97.88,750.38,55,2,2
"A007476","5942","8","20210302","P",2,0,1000,520,72,552,52,1,2
"A007477","5641","1","20200211","P",42,0,3640,2002,245.7,1883.7,55,4,4
"A007478","5226","7","20220606","P",1,0,1800,882,0,918,49,1,1
"A007479","5184","2","20181025","P",6,0,1200,588,0,612,49,2,2
"A007480","5950","8","20140520","P",2,0,950,494,0,456,52,2,2
"A007481","5001","7","20211105","P",3,0,3950,2054,0,1896,52,3,3
"A007482","5080","2","20200608","P",2,0,2000,980,0,1020,49,2,2
"A007483","0024","3","20140714","P",1,0,650,344.5,45.83,351.33,53,1,1
"A007484","0095","3","20171011","P",1,0,800,360,66,506,45,1,1
"A007486","0093","3","20140919","P",5,0,2250,1102.5,0,1147.5,49,1,1
"A007491","0089","3","20180827","P",2,0,3100,1395,255.75,1960.75,45,2,2
"A007496","5040","7","20220411","P",1,0,1600,832,115.2,883.2,52,1,1
"A007497","0155","10","20210606","P",1,0,400,200,30,230,50,1,1
"A007498","0024","3","20170731","P",1,0,500,265,35.25,270.25,53,1,1
"A007499","0024","3","20171014","P",1,0,650,344.5,45.83,351.33,53,1,1
"A007500","0007","3","20160423","P",4,0,1260,630,94.5,724.5,50,2,2
"A007501","5187","7","20161031","P",2,0,1350,742.5,91.13,698.63,55,2,2
"A007502","5147","7","20220406","P",3,0,2850,1567.5,192.38,1474.88,55,3,3
"A007503","5262","1","20201204","P",1,0,800,440,54,414,55,1,1
"A007504","5237","1","20150812","P",1,0,700,385,47.25,362.25,55,1,1
"A007505","0024","3","20201220","P",1,0,1000,530,70.5,540.5,53,1,1
"A007506","5169","1","20190209","P",1,0,650,357.5,43.88,336.38,55,1,1
"A007507","5325","1","20211005","P",4,0,320,176,21.6,165.6,55,2,2
"A007508","5029","7","20221109","P",3,0,290,159.5,19.59,150.09,55,3,3
"A007509","5092","7","20140427","P",39,0,54400,31008,3508.81,26900.81,57,15,15
"A007510","5092","7","20220417","P",30,0,12540,7147.8,808.83,6201.03,57,16,16
"A007511","5057","2","20221114","P",2,0,320,185.6,20.16,154.56,58,1,1
"A007512","5036","2","20211124","P",1,0,280,154,18.9,144.9,55,1,1
"A007513","5031","8","20170223","P",3,0,3200,1856,201.6,1545.6,58,3,3
"A007514","5405","9","20160323","P",6,0,6600,3828,415.8,3187.8,58,2,2
"A007517","5199","9","20180130","P",1,0,600,300,45,345,50,1,1
"A007518","5131","1","20220924","P",3,0,1480,858.4,93.24,714.84,58,3,3
"A007519","5132","1","20160225","P",2,0,3600,2088,226.8,1738.8,58,1,1
"A007520","5223","1","20170128","P",3,0,3950,2291,248.85,1907.85,58,3,3
"A007521","5223","1","20191011","P",1,0,500,290,31.5,241.5,58,1,1
"A007522","5509","1","20181017","P",4,0,1310,759.8,82.53,632.73,58,4,4
"A007523","5509","1","20151219","P",1,0,2500,1450,157.5,1207.5,58,1,1
"A007524","5509","1","20150512","P",1,0,600,348,37.8,289.8,58,1,1
"A007525","5509","1","20150403","P",1,0,1200,696,75.6,579.6,58,1,1
"A007526","5509","1","20151016","P",4,0,5000,2900,315,2415,58,2,3
"A007528","5947","8","20150423","P",1,0,400,228,25.8,197.8,57,1,1
"A007529","5993","8","20210525","P",1,0,400,228,25.8,197.8,57,1,1
"A007530","5608","5","20160719","P",1,0,2000,1000,150,1150,50,1,1
"A007531","5260","8","20150401","P",3,0,3900,2145,263.25,2018.25,55,1,1
"A007532","5603","4","20220512","P",3,0,2600,1508,163.8,1255.8,58,2,2
"A007533","5861","9","20210523","P",20,0,2400,1320,162,1242,55,2,2
"A007534","5034","8","20140704","P",3,0,3200,1856,201.6,1545.6,58,2,2
"A007535","5034","8","20201025","P",1,0,700,406,44.1,338.1,58,1,1
"A007536","5286","1","20141008","P",1,0,750,427.5,48.38,370.88,57,1,1
"A007537","5057","2","20171130","P",20,0,2200,1276,138.6,1062.6,58,2,2
"A007538","5036","2","20180905","P",5,0,6460,3553,436.05,3343.05,55,5,5
"A007539","5031","8","20150121","P",8,0,9000,5220,567,4347,58,6,6
"A007540","5621","1","20190101","P",27,0,9450,5481,595.35,4564.35,58,4,4
"A007541","5001","7","20170831","P",1,0,1800,1044,113.4,869.4,58,1,1
"A007542","5370","5","20220907","P",6,0,270,148.5,18.22,139.72,55,2,2
"A007543","0105","3","20211202","P",3,0,520,234,42.91,328.91,45,3,3
"A007544","5040","7","20161117","P",1,0,400,208,28.8,220.8,52,1,1
"A007545","5777","7","20140402","P",1,0,500,250,37.5,287.5,50,1,1
"A007546","5038","2","20191201","P",1,0,700,385,47.25,362.25,55,1,1
"A007547","5046","7","20220701","P",4,0,2280,1254,153.9,1179.9,55,4,4
"A007548","5018","7","20180914","P",2,0,950,551,59.85,458.85,58,2,2
"A007549","5885","4","20150629","P",1,0,200,114,12.9,98.9,57,1,1
"A007550","5885","4","20140102","P",2,0,800,440,54,414,55,2,2
"A007552","5080","2","20220527","P",3,0,2900,1421,0,1479,49,2,2
"A007553","6011","8","20180926","P",3,0,3050,1494.5,0,1555.5,49,3,3
"A007554","5175","8","20170517","P",6,0,540,264.6,0,275.4,49,2,2
"A007555","5639","8","20140217","P",2,0,3600,1764,0,1836,49,2,2
"A007556","5001","7","20180526","P",6,0,4490,2334.8,0,2155.2,52,4,4
"A007557","5018","7","20140709","P",14,0,5610,2917.2,0,2692.8,52,3,3
"A007558","5124","1","20140602","P",2,0,1300,676,0,624,52,1,1
"A007560","0024","3","20170320","P",2,0,2900,1537,204.45,1567.45,53,2,2
"A007561","5641","1","20140402","P",1,0,2000,1100,135,1035,55,1,1
"A007562","5894","9","20140619","P",1,0,600,300,45,345,50,1,1
"A007563","5291","4","20180617","P",4,0,720,417.6,45.36,347.76,58,2,2
"A007564","5894","9","20221202","P",62,0,17020,8510,1276.5,9786.5,50,23,24
"A007566","5894","9","20200814","P",15,0,1640,820,123,943,50,11,11
"A007568","5894","9","20220826","P",24,0,2760,1380,207,1587,50,19,19
"A007569","0053","0","20140831","P",40,0,14000,8120,882,6762,58,2,2
"A007570","5230","8","20140728","P",2,0,600,330,40.5,310.5,55,2,2
"A007571","5028","4","20141111","P",1,0,2500,1425,161.25,1236.25,57,1,1
"A007572","0024","3","20200508","P",1,0,1600,848,112.8,864.8,53,1,1
